items,class_code
"Volkswagen Vento Comfortline 1.6 (P) BS IV Petrol",231001
"Volkswagen Vento Gt Line (D) BS IV Diesel",231001
"Volkswagen Vento Gt Line (P) Dsg BS IV Petrol",231001
"Volkswagen Vento Highline 1.2 (P) Dsg BS IV Petrol",231001
"Volkswagen Vento Highline 1.5 (D) BS IV Diesel",231001
"Volkswagen Vento Highline 1.5 (D) Dsg BS IV Diesel",231001
"Volkswagen Vento Highline 1.6 (P) BS IV Petrol",231001
"Volkswagen Vento Highline Plus 1.2 (P) Dsg BS IV Petrol",231001
"Volkswagen Vento Highline Plus 1.5 (D) Dsg BS IV Diesel",231001
"Volkswagen Vento Trendline 1.5 (D) BS IV Diesel",231001
"Volkswagen Vento Trendline 1.6 (P) BS IV Petrol",231001
"Volvo S60 Cross Country D4 BS IV Diesel",231002
"Volvo S60 Momentum BS IV Diesel",231002
"Volvo S60 Polestar BS IV Petrol",231002
"Volvo S90 D4 Inscription BS IV Diesel",231002
"Volvo V40 Cross Country D3 BS IV Diesel",231002
"Volvo V40 Cross Country T4 BS IV Petrol",231002
"Volvo V40 Kinetic BS IV Diesel",231002
"Volvo V40 R Design BS IV Diesel",231002
"Volvo V90 Cross Country D5 Inscription BS IV Diesel",231002
"Volvo Xc40 D4 Inscription BS IV Diesel",231002
"Volvo Xc40 D4 Momentum BS IV Diesel",231002
"Volvo Xc40 T4 R-Design BS 6 Petrol",231002
"Volvo Xc60 Inscription D5 BS IV Diesel",231002
"Volvo Xc90 D5 Inscription BS IV Diesel",231002
"Volvo Xc90 D5 Momentum BS IV Diesel",231002
"Volvo Xc90 D5 R-Design BS IV Diesel",231002
"Volvo Xc90 T8 Excellence BS IV Hybrid",231002
"Volvo Xc90 T8 Inscription BS IV Hybrid",231002
"HP DeskJet Ink Advantage 3635 All-in-One Printer (F5S44B)",010201
"Canon E4270 All-in-One Ink Efficient WiFi Printer with FAX Multi-function Color Printer  (Black)",010201
"Canon E4270 All-in-One Ink Efficient WiFi Printer with FAX Multi-function Color Printer  (Black)",010201
"Canon E4270 All-in-One Ink Efficient WiFi Printer with FAX/ADF/Duplex Printing (Black)",010201
"Canon Pixma G 2000 Multi-function Color Printer  (Black, Ink Bottle)",010201
"HP DeskJet Ink Advantage 5075 All-in-One Printer (Print, Scan, Copy, Wifi-DIRECT, Duplex)",010201
"Canon E4270 All-in-One Ink Efficient WiFi Printer with FAX Multi-function Color Printer  (Black)",010201
"Canon E4270 All-in-One Ink Efficient WiFi Printer with FAX/ADF/Duplex Printing (Black)",010201
"Canon Pixma G 2000 Multi-function Color Printer  (Black, Ink Bottle)",010201
"HP DeskJet Ink Advantage 5075 All-in-One Printer (Print, Scan, Copy, Wifi-DIRECT, Duplex)",010201
"MANTRA MIS100V2 Single IRIS Scanner USB for AADHAR AUTHENTICATION and AYUSHMAND Bharat",010201
"AASM",100000
"Aerospatiale AS-12",100000
"Apache",100000
"AS.30",100000
"ASMP",100000
"Crotale surface-to-air missile",100000
"ENTAC",100000
"ERYX (France-Canada)",100000
"Masurca (Naval SAM)",100000
"Akash: surface-to-air missile.",100000
"Nag: anti-tank missile",100000
"Helina: air-launched anti-tank missile",100000
"SANT Missile:[2] Standoff anti-tank missile",100000
"Amogha missile: anti-tank missile.",100000
"CLGM: Cannon launched anti-tank missile.[3]",100000
"MPATGM - Man-Portable Anti-Tank Guided Missile",100000
"DRDO SAAW: Precision guided anti airfield bomb",100000
"HP Deskjet Ink Advantage 3545 e-All-in-One Printer",010201
"HP DeskJet Ink Advantage 4535 All-in-One Multi-function Wireless Color Printer  (White, Ink Cartridge)",010201
"Canon Pixma G 2000 Multi-function Color Printer  (Black, Ink Bottle)",010201
"Canon Pixma G2000 All-in-One Ink Tank Colour Printer (Black)",010201
"Epson L455 Wireless Inkjet Printer",010201
"Brother DCP-T310 Inktank Refill System Printer",010201
"Ricoh SP210SU Monochrome Multi-Function Laser Printer (White)",010201
"Panasonic KX-MB1500 Multi Function Laser Printer",010201
"Honeywell Orbit 7120-1D 1D/2D DESKTOP SCANNERS |Barcode readers|Image Readers (Black)",010201
"Fujitsu PA03641-B005 Document Scanner",010201
"Fujitsu ScanSnap iX1500 Sheetfed Scanner - 600 dpi Optical - 30 ppm (Mono) - 30 ppm (Color) - Duple",010201
"Everycom 1D Single Line Handheld Laser Barcode Scanner - Black",010201
"Zebra/Motorola Symbol DS4308-SR Next Generation Handheld Omnidirectional Barcode Scanner/Imager ( 1-D, 2-D and PDF417) with USB Cable",010201
"iBall LS-392 Wired USB Optical Laser High Speed 1D Barcode Scanner Reader",010201
"TVSE BSC 101 Bar Code Scanner with Ultrascan Decoding Technology",010201
"Tvs BSC-101 STAR 1D Barcode Scanner",010201
"RETSOL LS 450 Laser Barcode Scanner BIS Approved, Handheld 1 D USB Wired Barcode Reader Optical Laser High Speed for POS System Supermarket",010201
"Pegasus PS1146 Laser Barcode Scanner (Black)",010201
"SYGA Wired Barcode Scanner Laser Barcode Scanner X530",010201
